transaction_id,customer_id,order_date,product_category,product_price,quantity,payment_method,country,discount_percent,shipping_days,customer_age,customer_gender,is_returned
T105753,C2064,2022/02/28,Electronics,351.6,5,Cash,Ghana,34.5,14,62.0,Male,0
T105754,C1410,06-12-2022,Home,421.63,1,Cash,Ethiopia,16.26,9,31.0,Female,0
T105755,C1981,2022/03/16,Home,329.28,3,Mobile Money,Egypt,16.95,12,59.0,Female,1
T105756,C1682,2022/05/26,Home,220.29,1,Cash,ethiopia,5.07,4,30.0,Male,0
T105757,C1279,2022/07/01,Clothing,383.32,5,Card,Nigeria,2.83,11,24.0,Male,1
T105758,C1049,2023/05/09,Clothing,282.38,1,Cash,ethiopia,29.34,10,58.0,Female,0
T105759,C2458,2022/12/06,Sports,120.27,2,Bank Transfer,Nigeria,9.67,6,29.0,Female,1
T105760,C1937,30-04-2022,Sports,238.29,2,Mobile Money,ethiopia,9.89,11,27.0,Female,1
T105761,C2173,2022/01/10,Clothing,94.62,2,Mobile Money,Ghana,19.13,7,53.0,Female,0
T105762,C2971,2022/01/21,Sports,121.51,4,Bank Transfer,Kenya ,44.97,11,23.0,Female,0
T105763,C2027,2023/10/18,Electronics,213.53,5,Bank Transfer,South Africa,6.27,7,57.0,Male,0
T105764,C2354,12-05-2023,Electronics,113.49,3,Cash,Egypt,27.69,14,,Male,0
T105765,C1096,2023/09/08,Electronics,234.15,5,Mobile Money,NIGERIA,21.14,13,35.0,Female,1
T105766,C2029,2023/04/24,Home,84.09,4,Mobile Money,NIGERIA,10.96,7,120.0,Male,1
T105767,C2831,31-12-2022,Home,373.53,3,Card,Egypt,,8,20.0,Female,0
T105768,C2044,20-09-2022,Clothing,436.77,3,Cash,Ethiopia,15.12,1,,Female,1
T105769,C1205,2023/08/31,Sports,477.53,4,Card,South Africa,30.56,4,69.0,Female,1
T105770,C2612,2023/02/17,Electronics,235.53,5,Mobile Money,Ghana,45.01,12,27.0,Male,0
T105771,C1636,2022/03/19,Electronics,396.91,5,Bank Transfer,S. Africa,18.02,8,31.0,Male,0
T105772,C1587,2022/03/09,Electronics,64.49,1,Bank Transfer,South Africa,16.26,11,53.0,Female,1
T105773,C2063,2023/03/21,Home,177.34,4,Card,Egypt,46.83,4,,Male,1
T105774,C1933,04-03-2023,Clothing,276.97,3,Card,NIGERIA,34.19,9,60.0,Male,1
T105775,C1830,2023/11/13,Electronics,226.06,5,Cash,Ethiopia,32.32,13,57.0,Female,0
T105776,C2886,2022/09/27,Sports,69.68,1,Mobile Money,Ethiopia,12.28,9,31.0,Female,0
T105777,C1991,2022/02/22,Sports,135.1,2,Cash,Egypt,11.81,4,61.0,Male,1
T105778,C2859,2023/01/12,Home,490.07,2,Bank Transfer,Kenya,40.24,10,41.0,Female,0
T105779,C2164,2022/01/16,Clothing,366.25,4,Mobile Money,Ethiopia,,1,48.0,Female,1
T105780,C1437,2023/11/08,Home,18.68,3,Card,Ethiopia,,14,28.0,Male,0
T105781,C1930,11-05-2023,Home,318.54,3,Bank Transfer,Nigeria,40.35,9,60.0,Male,1
T105782,C1679,2022/03/16,Home,299.14,1,Cash,Kenya,5.34,8,47.0,Female,1
T105783,C1700,2022/09/23,Clothing,487.16,2,Card,Ghana,39.74,9,37.0,Male,1
T105784,C2732,2022/07/01,Sports,482.7,5,Cash,S. Africa,28.19,2,40.0,Male,1
T105785,C1985,2022/04/14,Electronics,66.66,3,Card,Kenya ,,7,42.0,Female,1
T105786,C1709,2022/01/23,Home,399.67,4,Bank Transfer,Ethiopia,40.28,3,45.0,Female,1
T105787,C2051,2023/02/20,Sports,401.19,3,Bank Transfer,ethiopia,14.25,1,69.0,Female,0
T105788,C1323,2022/11/24,Sports,380.81,3,Cash,Ethiopia,41.81,10,120.0,Male,1
T105789,C2675,2023/08/09,Home,417.43,3,,NIGERIA,19.3,2,69.0,Male,1
T105790,C2172,2023/05/18,Clothing,56.11,4,Cash,Kenya ,27.78,10,39.0,Male,1
T105791,C2013,2022/11/07,Sports,132.08,4,Mobile Money,Kenya,,13,18.0,Male,0
T105792,C1029,2023/04/30,Sports,483.8,2,Mobile Money,NIGERIA,22.88,2,32.0,Male,0
T105793,C1530,2022/06/05,Electronics,196.07,4,Cash,NIGERIA,,3,27.0,Female,1
T105794,C1164,2022/12/13,Sports,34.62,3,Card,NIGERIA,20.72,14,40.0,Male,0
T105795,C2157,25-10-2022,Clothing,254.36,5,Cash,Nigeria,39.63,6,24.0,Female,1
T105796,C1837,2022/08/01,Sports,167.43,5,Mobile Money,Ethiopia,18.63,11,,Female,1
T105797,C2402,06-11-2023,Electronics,462.98,2,Bank Transfer,NIGERIA,5.03,2,39.0,Female,1
T105798,C1296,16-07-2023,Electronics,456.89,5,Mobile Money,South Africa,1.0,9,30.0,Female,1
T105799,C2671,2022/01/29,Home,152.48,1,,Kenya,4.11,13,66.0,Male,0
T105800,C1394,2022/06/12,Sports,51.68,3,Mobile Money,Kenya,24.24,11,22.0,Female,0
T105801,C1189,2022/02/02,Electronics,156.54,1,Bank Transfer,S. Africa,43.69,9,53.0,Male,1
T105802,C1589,2023/05/12,Clothing,114.85,4,Card,Kenya ,29.34,7,46.0,Female,0
T105803,C3000,2023/01/01,Sports,403.92,1,,Kenya ,26.67,4,53.0,Female,1
T105804,C2209,20-01-2023,Electronics,249.89,3,Bank Transfer,Ghana,26.03,2,40.0,Female,0
T105805,C1862,15-06-2022,Sports,499.38,1,Card,South Africa,40.73,6,32.0,Male,1
T105806,C1984,2023/12/25,Home,352.87,4,,NIGERIA,5.1,14,22.0,Male,1
T105807,C1373,2022/07/13,Clothing,10.25,5,,Nigeria,12.47,14,54.0,Male,0
T105808,C1973,2022/07/20,Electronics,29.51,4,Cash,Nigeria,33.62,2,39.0,Female,0
T105809,C2058,2023/03/24,Sports,246.27,3,Card,S. Africa,28.02,9,47.0,Male,0
T105810,C1425,2023/04/15,Clothing,345.69,4,Cash,S. Africa,36.56,7,,Female,0
T105811,C2326,2023/12/24,Clothing,231.76,5,Bank Transfer,Kenya ,14.33,11,68.0,Female,0
T105812,C1509,31-10-2023,Sports,377.02,4,Mobile Money,South Africa,21.24,8,23.0,Female,1
T105813,C1008,2022/08/24,Home,45.78,2,Bank Transfer,S. Africa,4.85,14,29.0,Male,1
T105814,C2287,2023/03/06,Electronics,295.63,1,Cash,Ethiopia,46.24,1,58.0,Male,0
T105815,C1192,26-01-2022,Home,474.49,3,Cash,Egypt,44.89,3,56.0,Male,1
T105816,C2626,2022/02/22,Clothing,77.97,2,Mobile Money,ethiopia,32.44,12,34.0,Female,1
T105817,C2947,2022/08/09,Sports,496.09,5,Card,Egypt,8.4,14,120.0,Female,1
T105818,C1232,2023/07/11,Clothing,348.3,2,Cash,South Africa,25.89,8,54.0,Male,1
T105819,C2062,18-05-2022,Clothing,470.55,4,Card,Kenya,18.11,2,36.0,Male,1
T105820,C2105,2022/03/03,Electronics,467.85,1,Mobile Money,Egypt,24.71,2,44.0,Male,0
T105821,C2375,2022/01/11,Electronics,10172.1,5,Cash,South Africa,23.82,13,34.0,Female,1
T105822,C1368,2023/05/09,Electronics,321.85,2,Mobile Money,Kenya ,16.57,1,67.0,Male,1
T105823,C2674,09-09-2023,Sports,29.05,2,Cash,Kenya ,14.12,4,44.0,Female,0
T105824,C2449,2022/02/18,Clothing,189.87,3,Card,Nigeria,28.73,9,,Female,1
T105825,C1646,2023/08/28,Electronics,388.24,4,Cash,Nigeria,41.12,3,32.0,Male,1
T105826,C2028,05-02-2022,Home,205.07,3,Card,ethiopia,13.75,1,50.0,Female,0
T105827,C1994,2023/05/12,Electronics,145.03,3,Cash,NIGERIA,27.09,2,120.0,Female,1
T105828,C2390,2022/09/29,Clothing,158.26,3,Mobile Money,Ghana,4.31,10,69.0,Female,1
T105829,C2475,10-11-2022,Sports,60.96,2,Mobile Money,S. Africa,44.12,6,59.0,Male,0
T105830,C2560,2022/04/03,Electronics,219.27,4,Mobile Money,Kenya ,30.2,12,53.0,Female,0
T105831,C1718,2023/09/24,Electronics,355.44,2,Bank Transfer,NIGERIA,,8,18.0,Female,1
T105832,C1375,07-06-2022,Sports,369.14,1,Mobile Money,Ghana,9.64,2,49.0,Female,1
T105833,C2828,24-12-2023,Clothing,315.73,5,Bank Transfer,NIGERIA,35.89,5,45.0,Male,0
T105834,C2774,2022/05/18,Electronics,367.61,1,Card,Ghana,45.18,9,31.0,Male,0
T105835,C1449,2022/05/24,Home,262.89,2,Card,NIGERIA,35.45,8,40.0,Male,1
T105836,C2021,25-02-2023,Home,451.15,2,Mobile Money,S. Africa,12.53,4,51.0,Female,0
T105837,C2536,2023/08/20,Home,111.36,5,Card,Egypt,3.37,10,60.0,Female,0
T105838,C2737,2022/03/25,Home,151.25,1,Cash,NIGERIA,20.24,2,44.0,Male,0
T105839,C1124,2023/12/15,Sports,5740.14,1,Card,NIGERIA,40.94,10,23.0,Male,1
T105840,C2681,2023/12/01,Home,298.6,4,Card,Ethiopia,0.88,6,23.0,Female,1
T105841,C1541,2023/01/24,Clothing,159.77,2,Cash,NIGERIA,12.76,13,24.0,Female,1
T105842,C1880,2023/08/12,Electronics,59.0,2,Bank Transfer,NIGERIA,37.84,1,70.0,Female,0
T105843,C1738,2022/01/26,Home,5128.68,1,,Nigeria,38.36,10,56.0,Female,0
T105844,C1683,2023/06/23,Home,153.42,3,Cash,Nigeria,18.47,14,23.0,Female,0
T105845,C2744,13-11-2022,Home,189.43,1,Card,Kenya ,46.07,10,54.0,Female,0
T105846,C2321,2023/06/04,Electronics,481.76,1,Bank Transfer,Egypt,8.67,8,40.0,Male,0
T105847,C2565,11-01-2022,Clothing,235.6,5,Mobile Money,Egypt,16.6,6,67.0,Male,0
T105848,C2514,2023/10/14,Electronics,362.26,5,Cash,Egypt,25.25,2,31.0,Female,1
T105849,C2698,2023/08/23,Sports,44.36,1,Card,ethiopia,12.87,8,57.0,Female,1
T105850,C2684,03-07-2023,Sports,276.38,2,Cash,Ghana,23.88,8,38.0,Female,0
T105851,C2060,20-07-2023,Clothing,61.49,1,Cash,Kenya ,22.21,5,51.0,Male,1
T105852,C1255,2023/09/09,Clothing,251.92,2,Cash,ethiopia,1.04,7,25.0,Female,0
T105853,C1790,13-01-2023,Sports,220.46,2,Cash,South Africa,35.63,2,60.0,Female,0
T105854,C2799,2022/05/08,Home,334.66,2,Card,NIGERIA,,5,24.0,Female,1
T105855,C2073,2022/04/09,Sports,262.2,5,Mobile Money,Ghana,0.97,3,31.0,Female,0
T105856,C1529,2022/04/02,Clothing,15.98,5,Bank Transfer,Kenya,8.08,1,62.0,Male,1
T105857,C2477,23-08-2022,Clothing,315.64,1,Card,Kenya ,8.54,8,62.0,Male,0
T105858,C1794,2023/01/11,Home,457.16,3,Bank Transfer,NIGERIA,9.75,1,24.0,Female,1
T105859,C2809,2023/11/03,Clothing,165.36,2,Card,Kenya ,41.73,1,36.0,Male,1
T105860,C2439,2022/10/27,Electronics,130.5,2,Mobile Money,Egypt,35.19,11,63.0,Male,0
T105861,C1137,2023/03/22,Home,8438.74,1,Mobile Money,Nigeria,0.44,9,43.0,Male,1
T105862,C2273,2023/12/25,Clothing,450.57,5,Card,Nigeria,20.18,10,,Female,0
T105863,C1096,2023/04/27,Clothing,58.74,5,Mobile Money,Kenya ,13.77,4,120.0,Female,1
T105864,C2353,2023/05/30,Clothing,64.24,1,Mobile Money,Ethiopia,18.62,6,20.0,Female,1
T105865,C1268,25-11-2023,Clothing,285.78,1,Cash,NIGERIA,42.64,2,26.0,Female,1
T105866,C1443,2022/04/05,Sports,382.14,2,Card,NIGERIA,36.13,14,48.0,Female,1
T105867,C1599,10-02-2023,Clothing,16.27,4,Cash,NIGERIA,10.86,6,55.0,Male,0
T105868,C2405,21-10-2023,Home,25.12,1,Mobile Money,Kenya ,49.24,8,58.0,Male,0
T105869,C1066,2023/11/06,Clothing,293.71,5,Card,NIGERIA,35.71,13,58.0,Female,0
T105870,C1305,15-05-2022,Home,53.29,4,Mobile Money,Kenya ,44.21,7,48.0,Male,1
T105871,C1742,2022/10/14,Clothing,306.1,3,Bank Transfer,Kenya ,17.63,8,53.0,Female,1
T105872,C1048,2023/05/29,Home,97.62,4,Card,ethiopia,10.43,12,48.0,Male,0
T105873,C2451,2023/04/29,Electronics,279.53,4,Bank Transfer,S. Africa,31.94,5,67.0,Male,1
T105874,C2722,2022/02/22,Clothing,228.27,4,Cash,S. Africa,42.26,7,22.0,Female,0
T105875,C2273,13-01-2023,Clothing,471.22,5,Bank Transfer,South Africa,26.68,12,45.0,Female,0
T105876,C1706,2023/09/07,Electronics,408.09,2,Cash,ethiopia,2.58,12,43.0,Male,1
T105877,C2324,2022/11/14,Sports,16137.15,5,Cash,South Africa,15.11,12,46.0,Male,0
T105878,C1517,2023/11/26,Electronics,9.33,2,Bank Transfer,Ethiopia,1.72,5,33.0,Male,0
T105879,C1089,2022/11/26,Clothing,357.71,2,Cash,South Africa,34.06,1,59.0,Male,0
T105880,C1864,2022/10/18,Clothing,100.3,3,Card,Ethiopia,8.1,6,57.0,Male,0
T105881,C1859,2022/06/28,Electronics,201.81,3,Cash,Ghana,26.5,5,43.0,Male,1
T105882,C2811,2022/10/30,Electronics,200.28,4,Cash,Egypt,,2,70.0,Male,0
T105883,C1571,2023/03/01,Electronics,289.92,5,Card,South Africa,47.35,11,32.0,Male,0
T105884,C1879,14-04-2022,Home,104.31,2,Cash,Kenya,40.43,3,37.0,Female,0
T105885,C1719,25-10-2022,Sports,488.33,3,Card,Egypt,5.14,5,40.0,Male,1
T105886,C2764,2022/03/10,Home,8609.94,1,Card,Egypt,5.1,10,49.0,Female,1
T105887,C2046,2022/10/10,Electronics,386.62,1,Mobile Money,South Africa,36.99,10,36.0,Male,1
T105888,C1306,09-03-2022,Electronics,21.92,5,Cash,S. Africa,15.89,4,35.0,Female,1
T105889,C2842,2022/01/19,Clothing,55.16,5,Card,Ghana,16.62,2,29.0,Male,1
T105890,C1130,12-06-2022,Sports,154.93,2,Cash,Kenya,34.01,2,55.0,Male,1
T105891,C1304,02-02-2022,Electronics,219.32,5,Mobile Money,NIGERIA,36.64,5,50.0,Female,0
T105892,C1370,2023/05/07,Sports,241.14,4,Bank Transfer,ethiopia,17.08,9,43.0,Female,1
T105893,C2908,2023/02/17,Clothing,322.24,4,Bank Transfer,Ghana,37.37,10,60.0,Male,0
T105894,C2360,2023/03/02,Home,229.16,4,Bank Transfer,Kenya,,11,27.0,Male,0
T105895,C1280,27-03-2022,Sports,414.23,1,Mobile Money,Kenya ,25.36,12,53.0,Male,0
T105896,C1903,2022/11/06,Electronics,342.38,-4,Cash,Kenya ,37.54,11,,Male,1
T105897,C1112,2023/03/20,Sports,204.42,2,Bank Transfer,South Africa,34.95,12,35.0,Male,1
T105898,C2822,2022/09/22,Home,105.94,5,Card,South Africa,40.48,14,46.0,Male,0
T105899,C1289,24-02-2023,Sports,266.18,2,Cash,S. Africa,13.03,14,35.0,Female,0
T105900,C2459,2023/07/04,Sports,217.09,1,Card,Ghana,10.63,5,68.0,Female,0
T105901,C1827,2023/12/27,Home,135.24,2,Bank Transfer,South Africa,45.48,10,39.0,Male,1
T105902,C1840,2022/12/22,Electronics,230.98,1,Card,Egypt,15.75,1,62.0,Female,1
T105903,C1385,2022/10/27,Sports,281.28,4,Cash,Ghana,41.94,7,46.0,Male,0
T105904,C1793,2023/05/25,Electronics,58.63,4,Card,S. Africa,46.56,11,46.0,Male,0
T105905,C2345,2023/10/17,Clothing,289.21,5,Bank Transfer,NIGERIA,32.84,14,,Male,0
T105906,C2953,2023/02/02,Clothing,217.37,1,Mobile Money,Ghana,31.57,4,41.0,Male,0
T105907,C2027,24-06-2022,Home,369.14,3,Card,Kenya,45.87,3,61.0,Female,1
T105908,C1969,2023/10/05,Clothing,302.5,4,Card,Kenya,14.03,11,51.0,Male,0
T105909,C1438,27-04-2023,Electronics,34.75,1,Bank Transfer,Kenya,,14,56.0,Male,1
T105910,C2159,29-04-2023,Clothing,65.54,3,Card,Ethiopia,40.5,10,,Female,0
T105911,C2193,2022/09/04,Sports,170.61,3,Card,Ethiopia,22.01,4,57.0,Female,0
T105912,C2171,02-06-2023,Home,473.66,2,Card,South Africa,20.21,9,30.0,Male,1
T105913,C2364,2022/08/27,Home,191.04,4,Cash,Nigeria,8.36,3,50.0,Female,0
T105914,C2088,2023/08/06,Electronics,142.23,3,Bank Transfer,Ethiopia,,1,30.0,Female,0
T105915,C2627,16-09-2023,Electronics,25.47,4,Bank Transfer,Kenya,44.02,11,58.0,Female,0
T105916,C1185,09-06-2022,Clothing,140.55,2,Mobile Money,Kenya ,35.89,11,25.0,Male,0
T105917,C1277,13-12-2023,Electronics,362.08,4,Bank Transfer,NIGERIA,0.76,7,43.0,Female,1
T105918,C1815,13-05-2022,Home,65.03,1,Cash,Ethiopia,23.06,7,24.0,Female,1
T105919,C2367,31-08-2023,Clothing,177.94,4,Bank Transfer,Ethiopia,9.65,6,30.0,Female,1
T105920,C2130,2023/04/30,Sports,472.99,5,Bank Transfer,Kenya ,3.26,3,61.0,Male,1
T105921,C1615,2022/12/24,Clothing,46.98,3,Card,Kenya,1.45,12,25.0,Male,1
T105922,C1152,2023/10/08,Home,103.88,2,Bank Transfer,ethiopia,29.89,6,70.0,Female,0
T105923,C1922,24-09-2022,Home,19085.33,5,Mobile Money,Ethiopia,27.23,9,65.0,Male,0
T105924,C2712,2023/12/03,Home,79.09,4,,Kenya,46.41,1,32.0,Male,0
T105925,C2220,2022/03/21,Home,415.48,5,Mobile Money,Kenya ,33.05,12,51.0,Male,1
T105926,C1152,2023/03/19,Electronics,477.9,4,Card,NIGERIA,13.9,11,31.0,Female,0
T105927,C2466,2022/09/11,Clothing,442.71,-1,Card,Ghana,20.46,8,35.0,Female,1
T105928,C1467,2022/06/13,Sports,53.12,1,Bank Transfer,NIGERIA,30.32,3,38.0,Male,0
T105929,C2380,26-12-2022,Electronics,316.77,4,Cash,Nigeria,12.73,14,70.0,Female,1
T105930,C2994,2023/02/06,Home,447.38,1,Cash,Nigeria,,11,45.0,Female,0
T105931,C2685,2022/06/01,Electronics,304.84,1,Card,Ghana,19.58,3,50.0,Female,0
T105932,C1298,24-08-2022,Home,233.32,4,Mobile Money,Nigeria,6.27,3,61.0,Male,0
T105933,C2430,2022/06/28,Home,342.95,1,Card,Kenya ,30.71,1,38.0,Male,1
T105934,C2238,2023/12/03,Clothing,472.19,2,Mobile Money,Kenya,21.74,10,50.0,Male,1
T105935,C1079,09-12-2022,Sports,164.86,2,Cash,Egypt,40.11,12,50.0,Male,1
T105936,C1655,22-06-2022,Home,398.88,4,Bank Transfer,Kenya ,20.93,2,18.0,Female,0
T105937,C2870,11-07-2023,Home,161.4,2,Card,NIGERIA,42.1,4,63.0,Male,0
T105938,C2944,2022/07/06,Home,160.54,1,Bank Transfer,NIGERIA,24.63,12,32.0,Female,0
T105939,C2688,2023/01/02,Clothing,415.77,5,,ethiopia,,10,36.0,Female,1
T105940,C2422,2023/09/20,Electronics,248.53,5,Card,NIGERIA,38.6,1,,Female,0
T105941,C1160,2023/05/10,Home,107.6,2,Card,Kenya ,40.02,13,26.0,Male,1
T105942,C2010,2022/02/05,Sports,281.54,1,Bank Transfer,ethiopia,20.48,8,30.0,Male,1
T105943,C1951,10-08-2023,Home,62.55,5,Mobile Money,S. Africa,45.8,13,29.0,Female,1
T105944,C1438,2022/02/28,Home,183.64,5,Card,South Africa,,7,46.0,Male,0
T105945,C2671,2023/08/08,Clothing,468.45,5,Cash,ethiopia,26.1,2,50.0,Male,0
T105946,C1025,03-10-2022,Electronics,499.75,3,Mobile Money,Ghana,26.58,11,32.0,Male,0
T105947,C1798,2023/12/17,Electronics,414.69,5,Card,Ghana,38.99,13,29.0,Male,1
T105948,C2405,2022/06/20,Clothing,104.94,1,Card,S. Africa,1.04,3,,Female,0
T105949,C1675,2022/03/28,Home,229.58,3,Bank Transfer,ethiopia,43.98,8,21.0,Female,0
T105950,C1356,01-02-2022,Sports,444.78,1,Card,Kenya ,,2,66.0,Male,0
T105951,C2391,2022/02/02,Clothing,373.36,4,Cash,Ethiopia,6.78,12,58.0,Female,0
T105952,C2859,30-01-2023,Home,99.37,3,Mobile Money,NIGERIA,11.7,4,70.0,Female,0
T105953,C2201,20-08-2023,Electronics,352.62,4,Bank Transfer,Nigeria,21.66,14,23.0,Female,0
T105954,C1541,2022/06/12,Electronics,249.55,2,Mobile Money,Nigeria,35.67,8,63.0,Female,1
T105955,C2022,21-04-2023,Clothing,51.82,2,Cash,South Africa,49.17,10,64.0,Female,0
T105956,C1794,2023/10/13,Electronics,88.2,1,Card,ethiopia,6.22,12,34.0,Female,1
T105957,C2358,2022/12/25,Clothing,315.57,4,Cash,S. Africa,24.78,13,70.0,Female,1
T105958,C1468,2022/11/06,Home,26.98,2,Card,South Africa,44.41,12,18.0,Male,0
T105959,C2725,2022/02/16,Home,156.45,4,Bank Transfer,Kenya ,1.08,9,41.0,Male,1
T105960,C2292,2022/09/16,Electronics,19.07,2,Card,Ethiopia,4.36,4,18.0,Female,1
T105961,C2914,2023/07/28,Home,469.21,3,Bank Transfer,Kenya ,13.3,7,25.0,Male,0
T105962,C2278,2022/02/19,Home,496.19,1,Cash,Ghana,,13,51.0,Male,1
T105963,C1289,2022/09/23,Sports,446.78,4,Bank Transfer,ethiopia,47.49,10,18.0,Male,1
T105964,C1832,2022/01/16,Clothing,497.52,2,Cash,Kenya,14.19,1,,Female,1
T105965,C1371,17-09-2022,Electronics,477.85,1,Cash,ethiopia,1.3,14,50.0,Male,1
T105966,C2896,04-07-2022,Clothing,29.98,3,Mobile Money,Ethiopia,,4,36.0,Male,0
T105967,C1323,2023/08/12,Sports,410.85,1,Mobile Money,Egypt,26.75,14,61.0,Male,1
T105968,C2906,2022/10/22,Electronics,22.79,-5,Cash,ethiopia,48.42,11,33.0,Female,0
T105969,C1444,2023/12/03,Electronics,75.1,5,Cash,NIGERIA,7.79,10,58.0,Female,0
T105970,C2303,29-06-2023,Electronics,167.66,3,Mobile Money,NIGERIA,41.88,10,24.0,Male,1
T105971,C2826,2023/12/30,Electronics,342.4,2,Mobile Money,S. Africa,26.25,8,27.0,Female,1
T105972,C1970,2022/09/07,Electronics,431.2,3,Bank Transfer,Kenya,33.14,8,64.0,Female,0
T105973,C1549,17-08-2022,Home,433.92,1,Bank Transfer,Ethiopia,18.68,14,54.0,Male,0
T105974,C1977,2023/01/13,Sports,69.71,3,,Ethiopia,8.81,2,21.0,Female,0
T105975,C1980,20-02-2022,Sports,314.08,2,Cash,Nigeria,12.96,4,35.0,Male,0
T105976,C1794,2022/04/27,Sports,205.11,4,Cash,S. Africa,42.67,9,23.0,Female,1
T105977,C1890,03-06-2022,Electronics,40.03,3,Card,Nigeria,15.68,4,56.0,Female,1
T105978,C1324,2022/04/10,Home,53.71,4,Mobile Money,Kenya,27.51,10,19.0,Female,0
T105979,C2364,2023/03/22,Sports,104.53,4,Card,ethiopia,39.35,14,60.0,Female,0
T105980,C1310,29-11-2022,Home,211.64,-1,Bank Transfer,Ghana,46.15,11,32.0,Female,0
T105981,C2059,2023/09/15,Sports,17.64,3,Cash,Egypt,46.36,10,48.0,Female,0
T105982,C1762,2022/07/22,Sports,91.22,3,Mobile Money,S. Africa,42.53,12,30.0,Male,1
T105983,C2665,2023/07/13,Electronics,214.55,5,Cash,S. Africa,5.17,9,33.0,Male,0
T105984,C1466,2023/11/22,Electronics,319.79,1,Card,Ghana,19.15,4,57.0,Male,1
T105985,C1249,2022/03/10,Home,332.97,3,Bank Transfer,S. Africa,46.39,9,49.0,Female,0
T105986,C1934,2022/04/18,Electronics,174.08,5,Mobile Money,South Africa,8.18,10,28.0,Female,1
T105987,C1666,2023/03/17,Electronics,35.46,4,Card,ethiopia,40.52,12,70.0,Female,0
T105988,C2245,2022/10/31,Home,185.58,-5,Mobile Money,South Africa,34.2,4,39.0,Male,1
T105989,C2387,11-12-2022,Electronics,281.82,3,,Ethiopia,37.95,1,36.0,Male,1
T105990,C2898,2022/03/07,Clothing,54.43,-3,Mobile Money,Kenya,9.44,2,26.0,Female,1
T105991,C2745,2022/07/06,Sports,371.15,2,Mobile Money,South Africa,17.76,2,64.0,Male,1
T105992,C1454,2022/08/27,Sports,49.79,2,Bank Transfer,South Africa,8.56,12,69.0,Female,0
T105993,C1118,12-02-2023,Clothing,350.21,5,Cash,Nigeria,42.64,5,33.0,Female,1
T105994,C1368,2023/06/21,Clothing,298.76,4,Mobile Money,S. Africa,,9,53.0,Male,1
T105995,C2585,2023/09/02,Electronics,181.82,2,Mobile Money,Ghana,41.82,8,39.0,Male,0
T105996,C2087,2022/07/05,Electronics,144.78,5,Card,ethiopia,30.77,13,57.0,Male,1
T105997,C1101,28-08-2023,Clothing,289.62,3,Cash,Egypt,10.87,3,19.0,Female,1
T105998,C2037,2022/06/24,Clothing,499.92,4,Mobile Money,S. Africa,15.04,10,57.0,Female,0
T105999,C2598,20-09-2023,Home,248.67,1,Mobile Money,ethiopia,30.85,8,20.0,Male,1
T106000,C2442,19-06-2023,Electronics,251.38,2,Cash,Ghana,20.64,9,31.0,Male,0
T106001,C2713,2022/11/09,Electronics,484.46,1,Bank Transfer,ethiopia,37.29,5,50.0,Male,0
T106002,C2338,2022/07/03,Home,127.53,4,Card,Ethiopia,20.44,9,18.0,Male,0
T106003,C1903,2023/03/30,Home,327.3,3,Card,Kenya ,19.17,4,26.0,Female,0
T106004,C1499,2023/01/09,Electronics,474.17,1,Mobile Money,South Africa,25.57,3,46.0,Female,0
T106005,C1159,08-08-2022,Home,145.37,4,Mobile Money,NIGERIA,,6,22.0,Female,1
T106006,C1961,02-05-2023,Electronics,394.52,3,Mobile Money,Ethiopia,0.22,9,69.0,Female,1
T106007,C2873,2023/09/13,Electronics,154.06,3,Card,Nigeria,38.85,5,5.0,Female,0
T106008,C1152,2022/12/07,Clothing,429.85,3,Mobile Money,NIGERIA,,5,58.0,Female,1
T106009,C2019,2023/04/03,Sports,388.0,1,Mobile Money,South Africa,16.36,5,53.0,Female,1
T106010,C1192,2023/11/19,Home,294.65,2,Card,Ethiopia,29.4,13,24.0,Female,0
T106011,C1041,2023/12/04,Clothing,32.51,5,Card,Ethiopia,39.26,5,50.0,Female,1
T106012,C1523,2023/09/17,Home,390.24,4,Card,Ghana,9.11,8,33.0,Male,1
T106013,C1715,2022/04/05,Home,421.43,5,Mobile Money,Ghana,16.61,1,23.0,Female,0
T106014,C2619,2022/05/22,Home,366.78,3,Bank Transfer,Ethiopia,24.75,4,42.0,Female,0
T106015,C2199,2023/07/20,Home,272.54,5,Mobile Money,Ethiopia,41.02,10,30.0,Female,0
T106016,C1381,2022/06/19,Sports,393.34,5,,NIGERIA,23.32,9,41.0,Female,0
T106017,C2893,2023/05/10,Home,284.68,3,Cash,ethiopia,14.69,8,120.0,Male,1
T106018,C1004,09-12-2022,Home,60.0,3,Mobile Money,S. Africa,8.73,11,68.0,Male,1
T106019,C2601,30-07-2023,Sports,110.46,2,Card,Kenya,11.51,12,40.0,Female,1
T106020,C2405,2022/01/26,Home,269.53,2,Bank Transfer,Nigeria,,5,58.0,Female,1
T106021,C2031,12-10-2022,Home,247.62,2,Cash,Kenya ,29.42,3,43.0,Male,0
T106022,C1931,18-04-2022,Clothing,130.04,2,Cash,Kenya,49.92,1,57.0,Female,1
T106023,C1286,25-03-2023,Sports,262.47,2,Bank Transfer,ethiopia,22.28,13,44.0,Female,0
T106024,C1429,2023/12/10,Clothing,21.5,2,Bank Transfer,ethiopia,29.98,9,27.0,Female,1
T106025,C1284,03-09-2022,Electronics,439.96,3,Card,NIGERIA,24.34,11,54.0,Female,0
